Price_euros,Company,Ram,Memory,Cpu,Gpu,Inches,Weight
1196.00,Lenovo,8GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960,15.6,3.31kg
3147.37,Dell,32GB,512GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,4.42kg
1229.00,Dell,8GB,256GB SSD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,14,1.56kg
419.00,Lenovo,4GB,500GB HDD,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,15.6,2.2kg
535.00,Lenovo,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.2kg
539.00,HP,6GB,1TB HDD,Intel Core i3 6006U 2GHz,AMD Radeon R5 M430,15.6,2.04kg
1486.77,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17.3,2.7kg
498.00,Toshiba,4GB,128GB SSD,Intel Core i3 6100U 2.1GHz,Intel HD Graphics 520,15.6,2.1kg
955.00,Dell,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.06kg
745.00,HP,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,AMD Radeon 530,15.6,2.1kg
1258.00,Toshiba,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.0kg
412.00,Acer,4GB,128GB SSD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,2.1kg
1867.85,Microsoft,8GB,256GB SSD,Intel Core i7 7600U 2.8GHz,Intel Iris Plus Graphics 640,13.5,1.252kg
817.95,Lenovo,8GB,128GB SSD +  1TB HDD,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M430,15.6,1.90kg
1034.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.3kg
349.00,Lenovo,4GB,128GB SSD,AMD E-Series E2-9000 2.2GHz,AMD Radeon R2 Graphics,15.6,2.2kg
699.00,HP,4GB,128GB SSD,Intel Core i3 7100U 2.4GHz,Nvidia GeForce 940MX,14,1.63kg
1294.00,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.4kg
1135.00,Asus,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.1kg
495.00,HP,8GB,64GB Flash Storage,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,11.6,1.4kg
2299.00,LG,8GB,512GB SSD,Intel Core i7 8550U 1.8GHz,Intel HD Graphics 620,15.6,1.09kg
1299.00,Acer,16GB,256GB SSD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.5kg
997.90,MSI,8GB,256GB SSD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.2kg
419.00,Asus,4GB,128GB SSD,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,15.6,1.86kg
2051.00,Dell,16GB,128GB SSD +  1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1060,15.6,3.21kg
699.00,HP,4GB,256GB SSD,Intel Core i3 6006U 2GHz,AMD Radeon R5 520,17.3,2.5kg
1499.00,Lenovo,8GB,512GB SSD,Intel Core i7 8550U 1.8GHz,Intel UHD Graphics 620,13.3,1.19kg
2813.75,Dell,16GB,256GB SSD +  1TB HDD,Intel Core i7 7820HK 2.9GHz,Nvidia GeForce GTX 1070,15.6,3.49kg
612.61,HP,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,AMD Radeon 520,15.6,1.86kg
545.67,Dell,4GB,1TB HDD,Intel Core i3 6006U 2GHz,AMD Radeon R5 M430,15.6,2.2kg
569.00,HP,6GB,2TB HDD,AMD A10-Series 9600P 2.4GHz,AMD Radeon R7 M440,17.3,2.65kg
318.00,Lenovo,4GB,500GB HDD,Intel Celeron Dual Core 3855U 1.6GHz,Intel HD Graphics 510,15.6,2.1kg
375.00,Acer,4GB,32GB Flash Storage,Intel Celeron Dual Core 3855U 1.6GHz,Intel HD Graphics 510,14,1.45kg
699.00,Lenovo,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.7kg
1907.99,HP,8GB,500GB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M1200,17.3,3.14kg
2590.00,Lenovo,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1.42kg
973.00,Toshiba,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.5kg
269.00,Acer,4GB,32GB Flash Storage,Intel Celeron Dual Core N3050 1.6GHz,Intel HD Graphics,11.6,1.4kg
1749.00,Lenovo,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1.38kg
669.00,Asus,4GB,64GB Flash Storage,Intel Core M M3-6Y30 0.9GHz,Intel HD Graphics 515,12.5,1.2kg
1877.00,Toshiba,16GB,512GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,13.3,1.36kg
689.00,HP,4GB,500GB HDD,Intel Core i7 7500U 2.7GHz,AMD Radeon 530,15.6,2.1kg
819.00,Dell,8GB,1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.56kg
399.00,Lenovo,4GB,256GB SSD,AMD A9-Series 9420 2.9GHz,AMD Radeon 530,15.6,2.2kg
429.00,Lenovo,8GB,1TB HDD,AMD A12-Series 9720P 3.6GHz,AMD Radeon R7,15.6,2.2kg
621.45,Lenovo,4GB,1TB HDD +  1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.1kg
450.00,Lenovo,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,1.90kg
795.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.18kg
999.00,Acer,8GB,256GB SSD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,13.3,1.6kg
1855.00,Lenovo,16GB,512GB SSD,Intel Core i7 6500U 2.5GHz,Nvidia Quadro M520M,15.6,2.18kg
1191.00,Lenovo,8GB,256GB SSD,Intel Core i5 6300HQ 2.3GHz,Intel HD Graphics 520,14,1.8kg
655.01,HP,6GB,2TB HDD,AMD A10-Series 9620P 2.5GHz,AMD Radeon 530,17.3,2.71kg
1249.00,Lenovo,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.5kg
1089.00,Dell,8GB,256GB SSD,Intel Core i5 7440HQ 2.8GHz,Nvidia GeForce 930MX,14,1.64kg
726.00,Dell,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.98kg
298.00,Asus,4GB,32GB Flash Storage,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,14,1.5kg
1426.66,Dell,16GB,512GB SSD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,15.6,1.93kg
857.07,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920MX,14,1.87kg
1179.00,Dell,8GB,256GB SSD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,15.6,1.9kg
298.00,Lenovo,4GB,500GB HDD,AMD A6-Series 7310 2GHz,AMD Radeon R4,15.6,2.19kg
265.00,Mediacom,4GB,32GB HDD,Intel Atom Z8350 1.92GHz,Intel HD Graphics 400,14,1.4kg
1200.00,HP,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 930MX,17.3,2.63kg
1686.64,Lenovo,8GB,512GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.17kg
836.60,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.58kg
1499.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.32kg
3659.40,Dell,32GB,1TB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,4.36kg
1348.48,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,17.3,2.7kg
489.90,Lenovo,4GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.9kg
719.00,Dell,8GB,128GB SSD +  1TB HDD,Intel Core i5 8250U 1.6GHz,AMD Radeon 530,15.6,2.2kg
649.00,Dell,4GB,1TB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,13.3,1.71kg
589.52,Dell,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M445,15.6,2.32kg
489.00,HP,4GB,1TB HDD,AMD A9-Series 9420 3GHz,AMD Radeon 520,15.6,2.1kg
1935.00,Acer,16GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,17.3,4.2kg
649.00,Dell,12GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.25kg
650.00,HP,6GB,128GB SSD +  1TB HDD,AMD A9-Series A9-9420 3GHz,AMD Radeon 520,15.6,2.1kg
559.00,Acer,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.4kg
960.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.44kg
779.00,Lenovo,4GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,1.85kg
2419.00,HP,16GB,256GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M2200,15.6,2.6kg
659.00,Dell,8GB,1TB HDD,Intel Core i5 8250U 1.6GHz,Intel UHD Graphics 620,13.3,1.55kg
2094.48,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,15.6,1.8kg
410.80,Acer,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,2.4kg
1207.00,Dell,8GB,128GB SSD +  1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,15.6,2.0kg
665.00,Dell,8GB,256GB SSD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,2kg
1535.00,Toshiba,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.25kg
999.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.7kg
3299.00,Lenovo,16GB,1TB SSD,Intel Core i7 7600U 2.8GHz,Nvidia Quadro M520M,15.6,2.5kg
330.00,Acer,2GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,14,1.68kg
1649.00,Samsung,16GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,0.81kg
539.00,HP,8GB,256GB SSD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,1.86kg
1126.71,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.6kg
4389.00,HP,16GB,256GB SSD,Intel Xeon E3-1535M v5 2.9GHz,Nvidia Quadro M2000M,17.3,3kg
475.00,Lenovo,4GB,128GB SSD,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.4kg
1900.00,HP,8GB,256GB SSD,Intel Core i5 6300U 2.4GHz,Intel HD Graphics 520,15.6,1.84kg
579.00,Asus,4GB,1TB HDD,Intel Core i5 6300HQ 2.3GHz,Nvidia GeForce GTX 950M,15.6,2.45kg
1096.00,Lenovo,4GB,180GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.7kg
849.90,Asus,4GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,2.37kg
1199.00,Lenovo,8GB,256GB SSD,Intel Core i5 6260U 1.8GHz,Intel HD Graphics 540,13.3,1.3kg
1099.00,HP,8GB,128GB SSD +  1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.2kg
1561.00,HP,8GB,256GB SSD,Intel Core i7 6700HQ 2.6GHz,Nvidia Quadro M1000M,15.6,2.59kg
2868.99,Dell,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,15.6,4.42kg
599.00,Acer,4GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.1kg
1048.00,Lenovo,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.5kg
1859.00,Dell,16GB,256GB SSD,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,12.5,1.18kg
1559.00,Google,8GB,256GB SSD,Intel Core i5 7Y57 1.2GHz,Intel HD Graphics 615,12.3,1.1kg
1129.00,Asus,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.2kg
849.00,Dell,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,13.3,1.65kg
655.00,Acer,4GB,128GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13.3,1.6kg
470.34,Asus,4GB,1TB HDD,Intel Pentium Quad Core N4200 1.1GHz,Nvidia GeForce 920MX,17.3,2.8kg
1099.00,Dell,16GB,128GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 960M,15.6,2.72kg
1599.00,Samsung,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.31kg
298.00,Acer,4GB,1TB HDD,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,15.6,2.1kg
1181.27,Dell,16GB,256GB SSD,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,15.6,2.3kg
1799.00,Samsung,16GB,256GB SSD,Intel Core i7 7500U 2.7GHz,AMD Radeon 540,15,1.71kg
1020.00,Toshiba,4GB,128GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.75kg
1099.00,Dell,8GB,1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.62kg
1244.00,HP,4GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,12.5,1.26kg
839.00,Asus,12GB,2TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,15.6,2.3kg
2370.00,Lenovo,16GB,512GB SSD,Intel Core i7 6820HQ 2.7GHz,Nvidia Quadro M2000M,15.6,2.5kg
636.00,Acer,4GB,128GB SSD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,14,1.8kg
2899.00,Razer,16GB,512GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,14,1.95kg
581.90,Asus,8GB,128GB SSD,Intel Pentium Dual Core N4200 1.1GHz,Intel HD Graphics 505,15.6,2kg
3588.80,Dell,32GB,1TB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070M,17.3,4.42kg
2350.00,Asus,16GB,256GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1070,17.3,4.3kg
1764.00,Toshiba,16GB,512GB SSD,Intel Core i7 6600U 2.6GHz,Nvidia GeForce 930M,14,1.47kg
329.00,Lenovo,8GB,1TB HDD,Intel Celeron Quad Core N3710 1.6GHz,Intel HD Graphics 405,15.6,2.2kg
2299.00,Lenovo,16GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1.7kg
1891.00,MSI,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,14,1.6kg
1089.00,MSI,8GB,128GB SSD +  1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.2kg
999.00,Lenovo,4GB,1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050,15.6,2.4kg
2299.00,Acer,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17.3,4.2kg
985.00,Dell,8GB,256GB SSD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.62kg
1339.00,Asus,8GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX1060,15.6,2.24kg
202.90,Vero,4GB,32GB Flash Storage,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,14,1.22kg
1970.00,Lenovo,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.37kg
959.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,AMD Radeon R7 M460,15.6,2.08kg
1165.00,Apple,8GB,512GB Flash Storage,Intel Core M 1.2GHz,Intel HD Graphics 5300,12,0.920kg
2330.00,Lenovo,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.42kg
299.00,Asus,4GB,32GB Flash Storage,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,14,1.63kg
810.00,Dell,8GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.95kg
1349.00,Lenovo,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.9,1.38kg
739.00,Dell,8GB,256GB SSD,Intel Core i3 6006U 2GHz,AMD Radeon R5 M420X,15.6,2kg
2064.90,HP,8GB,256GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M2200,15.6,3.14kg
1099.00,Asus,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.37kg
1499.00,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.29kg
1749.00,Dell,8GB,256GB SSD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.06kg
744.00,Dell,4GB,128GB SSD,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,11.6,1.63kg
1389.00,HP,8GB,256GB SSD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,12.5,1.26kg
780.00,Toshiba,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.1kg
629.00,HP,8GB,2TB HDD,AMD A12-Series 9700P 2.5GHz,AMD Radeon R7 Graphics,15.6,2.04kg
1679.00,Dell,16GB,512GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1050 Ti,15.6,2.62kg
609.00,Lenovo,4GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920M,15.6,2.4kg
1749.00,HP,12GB,1TB HDD,Intel Core i7 7700HQ 2.8GHz,AMD Radeon RX 580,17.3,3.74kg
2415.00,MSI,16GB,512GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,2.9kg
1499.00,Samsung,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,0.81kg
961.00,Dell,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GT 940MX,15.6,1.98kg
789.81,Dell,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,AMD Radeon R5 M420,15.6,2.18kg
1859.00,Lenovo,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1.32kg
1799.00,Razer,16GB,512GB SSD,Intel Core i7 7500U 2.5GHz,Intel HD Graphics 620,12.5,1.29kg
385.00,HP,4GB,16GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.23kg
2505.02,Dell,16GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,17.3,4.36kg
755.00,Dell,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.76kg
489.90,Lenovo,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,15.6,2.1kg
1090.00,Toshiba,4GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.25kg
2499.00,Lenovo,8GB,512GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,14,1.13kg
1199.00,MSI,8GB,256GB SSD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.4kg
1875.00,Lenovo,8GB,256GB Flash Storage,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.13kg
499.00,Toshiba,4GB,128GB SSD,Intel Pentium Dual Core 4405U 2.1GHz,Intel HD Graphics 510,14,1.75kg
1358.00,Asus,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.1kg
585.00,Dell,4GB,500GB HDD,Intel Core i3 6006U 2GHz,Intel HD Graphics 520,14,1.76kg
355.00,Acer,4GB,32GB Flash Storage,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,11.6,1.35kg
619.00,Acer,8GB,128GB SSD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,14,1.5kg
5499.00,Razer,32GB,512GB SSD,Intel Core i7 7820HK 2.9GHz,Nvidia GeForce GTX 1080,17.3,3.49kg
2099.00,Lenovo,16GB,512GB SSD,Intel Core i7 6600U 2.6GHz,Intel HD Graphics 520,14,1.1kg
519.00,Asus,4GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 920,15.6,2.1kg
1186.00,Lenovo,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,14,1.7kg
1650.00,Lenovo,8GB,256GB SSD,Intel Core i5 7300U 2.6GHz,Intel HD Graphics 620,14,1.32kg
2774.63,Dell,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,15.6,3.21kg
2419.00,Asus,16GB,256GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,2.9kg
669.00,Toshiba,4GB,500GB HDD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,15.6,2.0kg
325.00,Lenovo,4GB,16GB Flash Storage,Intel Celeron Quad Core N3160 1.6GHz,Intel HD Graphics 400,14,1.5kg
590.00,Asus,8GB,128GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.3kg
1799.00,Asus,16GB,512GB SSD +  1TB HDD,Intel Core i7 6700HQ 2.6GHz,Nvidia GeForce GTX 1060,17.3,2.73kg
3072.89,Dell,32GB,512GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1070,17.3,4.42kg
910.00,HP,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Nvidia GeForce 930MX,17.3,2.63kg
713.99,Dell,8GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.18kg
1870.00,HP,8GB,512GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.54kg
739.00,Dell,4GB,256GB SSD,Intel Core i7 7500U 2.7GHz,AMD Radeon R5 M420,15.6,2.18kg
615.00,HP,4GB,32GB Flash Storage,Intel Celeron Dual Core N3350 1.1GHz,Intel HD Graphics 500,11.6,1.4kg
1026.00,Asus,8GB,512GB SSD,Intel Core i5 6200U 2.3GHz,Nvidia GeForce 940M,13.3,1.45kg
2277.00,HP,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.28kg
1468.00,HP,8GB,512GB SSD,Intel Core i7 6500U 2.5GHz,Intel HD Graphics 520,14,1.54kg
299.00,HP,4GB,128GB SSD,Intel Celeron Dual Core N3060 1.6GHz,Intel HD Graphics 400,15.6,1.86kg
1899.00,Asus,16GB,128GB SSD +  1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GTX 1060,15.6,2.1kg
865.00,Dell,8GB,1TB HDD,Intel Core i7 7500U 2.7GHz,AMD Radeon R7 M445,17.3,2.83kg
1903.00,Lenovo,8GB,256GB SSD,Intel Core i7 7700HQ 2.8GHz,Nvidia GeForce GT 940MX,14,1.96kg
787.00,Asus,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce GTX 930MX,15.6,2.3kg
945.00,Dell,8GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,1.9kg
449.00,Asus,4GB,1TB HDD,Intel Pentium Quad Core N4200 1.1GHz,Intel HD Graphics 505,15.6,2kg
2559.00,HP,8GB,256GB SSD,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,13.3,1.28kg
649.00,Dell,8GB,1TB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13.3,1.62kg
469.00,Lenovo,4GB,1TB HDD,Intel Core i3 6006U 2.0GHz,Intel HD Graphics 520,15.6,2.2kg
850.66,Lenovo,8GB,1TB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.3kg
1349.00,HP,8GB,256GB SSD,Intel Core i5 7300U 2.6GHz,AMD Radeon R7 M465,15.6,1.84kg
1285.00,Toshiba,4GB,128GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,13.3,1.05kg
1017.00,Lenovo,8GB,1TB HDD,Intel Core i5 7300HQ 2.5GHz,Nvidia GeForce GTX 1050,15.6,2.5kg
2240.00,Dell,16GB,512GB SSD,Intel Core i7 7660U 2.5GHz,Intel Iris Plus Graphics 640,13.3,1.29kg
910.00,HP,4GB,500GB HDD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,15.6,2.07kg
1095.00,Toshiba,8GB,256GB SSD,Intel Core i5 6200U 2.3GHz,Intel HD Graphics 520,13.3,1.2kg
1950.00,Lenovo,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,13.3,1.37kg
902.00,Acer,8GB,256GB SSD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,14,1.56kg
1778.00,Dell,8GB,1TB HDD,Intel Core i7 7700HQ 2.8GHz,Nvidia Quadro M620,15.6,2.23kg
1055.00,Lenovo,4GB,500GB HDD,Intel Core i5 7200U 2.5GHz,Intel HD Graphics 620,15.6,2.38kg
479.00,Lenovo,4GB,1TB HDD,Intel Core i3 6006U 2GHz,AMD Radeon R5 M430,15.6,2.2kg
1388.00,Toshiba,8GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Intel HD Graphics 620,15.6,2.0kg
735.00,Lenovo,4GB,180GB SSD,Intel Core i3 7100U 2.4GHz,Intel HD Graphics 620,13.3,1.44kg
1849.00,Samsung,16GB,256GB SSD,Intel Core i7 7500U 2.7GHz,Nvidia GeForce 940MX,15,1.23kg
1690.00,Dell,8GB,256GB SSD,Intel Core i7 7600U 2.8GHz,Intel HD Graphics 620,12.5,1.6kg
