Potability,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity,ph
0,2117658864715770,4440277357352500,9507303261832130,,3169217755347990,1776639712322560,535411906294422,33580608070454500,6056817844582380
0,1467620232813930,1927190312346900,639143892140127,31649563058220900,4698950015549340,1197141687184310,62004563201076800,4401152242426080,5655117422470190
0,16470803490168700,1764506533969320,7141359630149270,,6341181328033690,2197715822373510,3327929798660850,4636738762684450,7890263352659870
0,29809867947877500,1708317508543490,5878992533499540,,4003307975835260,140633696616257,6436859317878260,4256415420544100,11907739829669800
0,2702095492136370,121384229544071,10520555008740100,3602955742715120,43751542143666700,15952680361231700,6787849673085890,558739598761068,881147224773704
0,11302447173130500,4052880535252190,6489951185968770,,39210914552579100,15793391696969400,6879744323944120,3504750791059390,4126581310415110
0,14917169026665500,2862815185643740,5073073966079360,,4655548936998720,12201950022329000,659098503743173,4085054788353820,5735358658660180
0,23751925049670700,18419132883475,8323329911892760,3080063209830250,39637655428409300,1349253564509760,827532777661235,4519209517780020,8000775801322480
0,19152687441559200,21768640743818400,4751004539411940,38724555227245500,43552339754528500,11875184163890000,5602909753244850,38306988640461800,877504747012084
0,22295003678494200,26030618513623900,71089736528102500,,3682844943663670,14383584700151200,7007270036461730,33926567014093300,8303831038249460
0,1917670470482910,17739198960066500,9111721943377130,3097875154938140,41315863613027100,12307108874891900,8889255530989490,5056378662464010,5082241431687360
0,18403177581948400,10112207322290600,6536992176124820,30945118665243200,44159402675603700,11438175280709300,7750819277379290,3721425933150610,5813546487993310
0,14130030500237500,16017611896143400,821471355900591,,5808707591437520,10603280004233400,9494910830899910,3676245974726410,34223941642163800
0,14860794425320600,14467785926491000,6159095130224600,,42704098167178400,14423403589694600,5646038631836530,24998319694156900,5913374863624710
0,2362788665335000,8213772244714320,933286124155813,,5010185347496340,11590706615138800,9168093129587080,4778808149718980,6783023739620580
0,2056677184747490,18321327501510900,671285418648211,29783718775679700,4944842494689970,13808923298821200,7071422549854510,49525082474539500,6836059947015480
0,13655778486351200,2839242497620190,8440399977615000,,3861040001509580,13831876766554600,7382455573856870,36167005352463500,4884388228619600
0,23899241414897200,11635772076239600,3923239293988010,2764022799305980,40624512876558700,15410763802541500,,26923888795667300,8331553235054370
0,2251068358440280,16403952381052600,7093310282333070,3131681338022440,4132089485139820,15375616216770400,32681851150243200,2402337210865,781965915392936
0,1670173833883080,2493019881121590,7967085789423570,33408697707537200,4003934374892370,18179148875531800,7031269587431880,28478435375612200,5428356913745270
0,15642294088267800,1440071862855600,9461285079679990,,4837457161392810,7897724428684110,5491394345874510,4392257324547540,4556656719060650
0,1894479647438600,32358538595071600,6346378213674070,34134644310357500,49062529134689700,12537466280049200,6158137808693830,2642003806281330,7333003447205320
0,19653396007421400,2702270850479570,6176786258666050,,4975236046476750,18704278537998900,5973043814571690,3762682465763930,71143867193719400
0,170227079802342,16079361250418100,5433802467728850,3318568920571770,31177290011697500,15703707226309600,5401311184747890,4284387095962000,6376950463991440
0,24837601559864900,1741680177954890,6665873260533690,3427208076895700,5056774088556660,19742815270925800,58658529846099900,18725726008413100,9338235018430640
0,13055856146255100,17429584949659600,63176544269347300,3220595875907540,5246456427603440,15318048390229100,7537640813561340,5541322279631280,
0,2782317535555540,14179622740757400,8128262379819610,3183565023281670,3352405111582430,16664900007773300,4835725675238970,4374796521715550,8933877610085760
0,2749687829357330,21558308741146200,61128190829090300,35036370282930900,33112049587292500,12610798619869700,,5477700313791720,10600589992057100
0,19619621328987500,11877236648749700,9624699426514690,3653488403434550,36380347647662900,14924058068282100,4112138241369340,4776536254772460,68388167067275300
0,18357378304518800,20411664380714000,9753766227622140,3364048186843100,3683599839519760,11095878005944300,6682012406162270,4362033669355950,5600876517470600
0,17939723218654600,2419626441490270,7155343780063370,3214421133079330,525900094922427,13478149838010100,6005829023408370,2292573781243530,61025333060713500
0,18903158818746700,30453623185522100,6060118929707660,29751279913594800,4769167255566880,1497396965437760,4701288944376570,4372333382242290,6490922996455360
0,1977451411812100,2009819951797760,64565557573367200,3441272533979060,5559197962034070,9028358906244810,7893309630823810,38817938351483100,8506979070074120
0,19645230247043900,17465345582051800,6309195827173500,35516479233181900,30093349153001300,13178068884095200,8060477634414250,3290105906261200,74132883405347800
0,25240456462351600,2019724766773840,2562255458189080,35054775728028900,45496981206764900,1203186303409480,6929225204248840,5146442623782870,
0,19089021933202500,16409936560013900,5739025428182470,,4027994966727510,13906081958154900,9538266213691830,4351335081254760,7586235787902420
0,24958935873150300,4425426440298950,8211762261710510,29307866601232200,2684408502490150,18422985406844300,6847419413026630,4417193560665690,7103348375140520
0,16320554797657900,4817585209292940,715380339665979,29956675093202700,34471697552529300,5159380307579730,5552894860117350,4819970457896780,6153495923977110
0,12986397280975100,1168411163739320,9974807880251220,3014297472651060,50391038983141300,8741257762405040,7631069467654950,36292177681489700,2376768075959950
0,2154395234698750,17017429960403000,7417040991861760,33565245394916700,4836580284429550,14532854308702500,6603724573865360,4299732160445900,751483566596394
0,22539778687678400,24741534999229200,9248499178324940,,40211561603216300,1553597901395370,8708391927495540,36378945812142100,7445189293060900
0,13629503661188200,23031215807155900,5560179470099500,358933088695935,5674636696236500,11505803320357400,60773857109911400,3633760608001240,4835297728180930
0,2481328614247550,27824190483374800,7100523370752640,3430579753047420,43344989943159800,18658886322011100,5330375956762680,5703962806658410,8376279724659610
0,2130664066766140,1676989054626550,4745340496708150,29241924692255100,4781667104571710,14189856463396000,8205440433794720,35854312498873000,79459090689348300
0,20241950478059000,25521889224175800,38302384224449800,3269079235592870,46195881193567800,16611457873349200,10437325014190600,3831540450516010,8727778876323070
0,20726713265566800,11339166054617400,8888347448853740,31727912321854500,5317689877890370,11674318086336500,4835824968112530,4366860919211030,60894308462971900
0,1913894224915490,1470205906858410,6557104819555650,3138662821657230,525031020156224,12630181641633200,1082652267903170,30842156404583100,7172323075211820
0,23653240416246200,18881795177645200,42756930471398,,38472916237632700,15121055225824900,5550773876389130,340829958802318,8332953484844600
0,2319732976203510,21460838159637800,8673483138205770,3606722106910350,3750820594095000,1217878804128210,6686450107734370,395509083425873,
0,15290756062034000,13490608147782800,7499916848308450,33858492124673200,5241080235682900,1414398936552600,6901623970585920,4825179225576870,4563370643484320
0,18108065631795200,3005043944645150,7975630924046420,3600869012109180,3781542339078270,1767456509302500,,35224864626363300,
0,17367770207295300,22581224488235900,12653362021943100,28912684572757500,5997292459226580,8386407450304480,496585535944622,5461473095749790,36768449933847700
0,16935592717386900,23133662352905000,8247827609786230,33704789601137600,33035532264434500,1474909031027560,5835685104211580,35171530228599700,
0,2084023672254960,24974692773772900,7296281894131470,,45316698664135500,12529679590067700,6043501603557150,4034040700765160,78890797349062100
0,1881559799186750,16113010553529900,8306926276895080,,363471851126453,1209451300749440,7471867577366000,4401412624381880,55257685450431400
0,15969555433147800,3288652889859080,7689304574094690,,3373880348305500,2310801589294800,7609446943611880,4130972246502350,485805560159329
0,1454923057599010,7408976195914590,11996015117959500,3366878090650060,43370967213274700,10458874227225500,,4318516117496330,32728200975185400
0,18619968042370700,3152894868997690,6387037207808660,3353488806722950,3805782648244120,19073995511174200,7590307214842460,4333401737047980,71175786583500500
0,2000027932060900,22411006863644400,528359355165118,34308037715977400,593483602346069,12273073322273900,7525621194813100,3080865918611650,7822257362901780
0,15582935040812500,1335141382996230,8603926761542610,3217869652717760,38752183305951400,7809444539319990,7787921905501780,26135320972149800,4334057805514530
0,21403531216797400,10039538375695800,10130125039963300,3837542994625280,48742163499985900,1891758398711030,5148535051250380,3259749193787480,
0,2460664756445110,2117976258787490,7717662267670840,3430473836611290,7533426195583040,16917900791784900,6043603209332860,31180394543789400,8839583902216150
0,1604320288205540,9265104947513520,9272066266646700,358547147467949,46457333821732200,1122081748921230,6764606591824140,3530573615782630,5290666876847170
0,18264665849280000,25337122963124100,37150653515864800,3624846035904740,3151899480242940,1213242544717920,6549992501934080,3306392909436910,7873271692669190
0,17327281821073900,3065616311302750,4737825631334100,,525884832982694,14567818921408900,57822022692003000,4308569820911370,7148440931892330
0,17547933973972200,2525764928627950,762652961074346,26340125835281000,3765248871279270,15755402036806500,,5568264940032500,6453605209394520
1,18982341767748600,2027833827161950,6799940085166230,,3148341750163420,10092087058569100,4662929866785420,4940014517196930,
1,17175155094811700,1643120489706380,72834542169338,38790463186466700,4190973060519300,11814852379052600,8630823644715000,34662644582513100,5654118943459350
1,2394901476171350,15326925014361600,8927896393026260,3734363117236970,4253363524592640,1788359172083940,,40437108836976600,7650683237261010
1,17344621380578900,19617308493681200,7396472119149480,321865250214064,3916674663783130,18453950772089700,46345863776731600,26709767469328600,64182030571970800
1,19977681389459000,26296948300252500,7339173310543900,35425055480333100,3975364707259910,22139958377616100,5153496489332900,38152276087163600,6848000112594900
1,15297621710585300,20389593815747400,2648389906859150,33125291635773500,46014617415464500,15485377868080800,6967003776931770,3724823560337370,6991685152928780
1,11147858175418100,15413896147652300,6900029880617980,34786183690896800,2775880745769890,13261143111954400,7419399491645980,4188927903696810,5924799469006340
1,19216709613811500,38468413583930300,6616367521487830,2906417397203140,44931753395481200,13055894456884100,5876861279467930,41482231286287300,7526680395036490
1,2330634259085380,3664037136619570,10000217756125700,43511518856560600,3376644115494390,16635475987044500,61073709925035800,4849755347855410,
1,14280697796677800,7287508295768450,8403316436536470,,4969976016482840,15174663734169500,6007785240476820,36520033552178700,5324641431045320
1,22735765928621800,34353839725198700,5573277338729330,2310536871188200,42166448244657100,16331421476287800,9264338257359540,3706265891722720,9038326068974220
1,15168579710944400,12356905622174400,7894120346705540,3420291151694410,47112212520683800,1572546711577780,576830674988963,37933292763371300,5945988643250950
1,1954431596237080,193311940423265,9112558175692880,34287180667804700,42550287367216800,17212455066655100,8511419625334940,4196558262262500,6195086857984770
1,24662970098442700,27959926160914200,5649970632740670,3087807685791530,4343954389767970,21142052798710200,4414934780319210,3730369857064920,9062822324592780
1,210502749534901,1750660880253220,7304928195439930,30164200437408300,30423948088461,13076007475080600,6423094245618720,2964181350437080,7137428697435650
1,20866817151495900,12149696730308700,856003932416824,,3253447060796600,13246995476140500,3338035358893520,16415150097935700,6232010556459670
1,22184449325551400,4048373038912530,61460984395154900,30232967382496900,5637199666725710,11753045758326300,5155946461543810,4602026774692100,7780868679242900
1,23879823022056900,1470847418515270,8606774254853420,4509144544082030,3657391216578080,14966532191622000,5314497859329930,2633890804064500,7150046115062040
1,1342012886926380,22520418640021900,8191827053754640,4033423898821910,37220013890001500,11260913502896000,6904715947562280,3086499925758960,4574124682109070
1,15977326423152000,21532519232080400,8063334618675410,27244084830538700,50977211049122900,11010544566409200,999962857074477,29519609352512800,6179312077651530
1,15377551401483000,1457466110047640,8011549699404970,,3880503622880170,14200557221783800,7555521876927650,3424760733829150,5566328462754780
1,16009508576759200,26561569491317600,718702165829636,3220904651822840,37262352926831000,11455203405009400,5715095807193550,5136779753078210,
1,20968313959422100,2490978314722170,6691069585839300,,5017854199862950,16088648266460500,7567132940431960,39558469776104900,7185167714343040
1,16091581487826200,13943244973660200,8399729961537620,3807684781849010,34415422833174600,15208691090560100,7557505559125500,4141552313336070,
1,2259234457930570,17679351101001800,7248866700092820,3778680395092270,5272058183861020,1378726395823500,8783904965248150,5184441994818030,6990452676633390
1,15187617187372000,25419551655141100,7874166460655200,3133647973555190,4941529743470610,14646684965981800,7737381254511360,34369668618570300,5810742057236210
1,21144632377966100,200034976805052,7238301519625700,,5246452350998100,13778225664592400,4990089916521220,38208657041290100,7444165851996690
1,14423718065681600,17384257185795200,8898436157830810,,4022711824297710,13715804370747200,55989796157136800,30301078473339800,4374877631689640
1,17463297715067100,21607483238238500,6581327180699620,3089314205965470,6575704217644250,906444501890411,6882704725271190,35924960849831300,6602539771517400
1,23321057499872100,22603649454364700,6627059043301960,368105783101925,4124346768867720,1692617480326590,6255789982166260,4306581068206630,6857493757803470
1,1767721861181680,19486191112150900,79601329058027200,41240727797286000,27658861018264600,16710056082827500,3356304027529270,38881773831283600,
1,19730001438829100,22527681207020900,5166942295288660,399981754613406,42248202893411900,1591660512559940,4793510492969850,45120682052334400,6789820821454210
1,24479670522681700,1425466131588100,7453900170724680,31597114737909300,500586607820739,1822874853177250,5736554110438130,2939212581325050,8560349290980840
1,11317596460727000,994392978526269,6337137942441210,35429756524708200,4153383368798720,1967616854859480,2307580599653680,3787475537347360,
1,24255924577575600,12715814279597900,51287325411688100,3713027473027780,5617611560542600,15220021381154800,6179901423925470,37513240908875000,8277058197816890
1,1577815546789860,13711723281811400,61339351436364400,,28974667444182700,13172721295124000,6045776434336730,5068469997878650,
1,15829205740728000,31177133368775900,6978993268667010,,5316574429387370,11482186616548000,59998554156145400,35403842778756900,6921257043340860
1,15913941002573800,27283780654727800,691872650291659,32890728656201100,3178309806971180,1361140839333320,3633519850696020,30071380985115800,5636923560026000
1,23156579882259400,26420809564132000,9577820262974310,4182409428398650,44331577488370600,15671203071781900,61364420992509700,34471112186330300,6607503310701940
1,15321214977311200,20117359061039100,8985571802690800,3910690453986920,4183301951097600,1183169083850190,6838761309007780,38706812846517500,4951413520154640
1,18439315608915000,40847760146381200,7041827749776450,33195996373112500,5634099696654000,21917376989820200,5883920331016400,3900211313902080,5913132932597380
1,2324687267350900,15873034428156200,6365468783544860,3132636073203040,36562648671306600,1039293652412910,59659209458562600,4706774891746260,
1,156347094601636,15671119286683300,8408831552008210,,571613700899304,17548424733507500,7440270156034490,24836433968894200,5796236902009640
1,1544183296387870,23027549759335300,7759843399542570,4227690683261630,49033276147156000,177283890375611,6950852573109630,4864866409455390,5039673103915170
1,1857903173427260,37282522490237400,8240831774349720,,4111835886977130,1616205859332000,8493140177637780,3477244889243600,61635190153593600
1,16741971059696100,16364159409157800,8095991371989010,3123940785189840,3725116274171830,21887087694546400,9106635624934000,33557650163097200,6339142826418300
1,19366187049860300,2051162083191800,6654331842184060,,39459540591035800,14319384212713500,3949726395871690,5404817647950800,761067277645396
1,20040479472212900,25366120686890300,9270066162696250,,5255329651390580,10675517529189300,5408109391932210,5059361568255060,5782079033854950
1,17952892540419700,7990891467648890,61968764897226,3772698410872410,3865417614408620,1543451342453650,7499251991228920,6307678472047720,6451503543212320
1,17957809454728300,4759128318329640,809730168272536,,548870510162091,13800070750872200,58219800425207300,368559289638376,
1,19631940126016700,3925118212911570,8493784319811610,31738231458726500,487504368020183,14697844527710400,41753727405934000,4498818335873900,69204487000696900
1,2129221414949650,19236012494926000,7960190043633310,,4243980267319660,12587047874082300,49585572718743,4190311120790960,6549187601426580
1,1858361581971570,17258114034877200,732999890233211,33013213850397600,32642705471809000,11650393393363400,4764001392430700,36443881273520100,63932313449189200
1,16060823048420900,13886809713477400,7542775331563170,366688794745683,44994828652782500,18722859886617400,6439052126130520,2174898198676530,6100245391093
1,2082030205731440,2334717270988480,9000395497752290,,33658561043285800,14173906229256700,,36364949109479600,63594313098556300
1,19020071312769500,14642205540005100,9734512546383280,3990529411395510,44856825977891200,16557176634632800,744353886192217,4612535780383910,6272474990901280
1,16125033056751700,2346922086693200,8392832050577800,,4487879639198390,13836279976784900,7020673965682600,36002204377572,
1,19733129091104300,26678392878738500,7198434575553270,269892346696778,37550306244103000,13134916625076400,6959080593173350,38199465596846900,7493843860854460
1,20506763140175200,17796374638357400,7156737918080300,3068002861322340,37056102702169900,17486815069373100,329207203557343,39483035163532400,763526469216248
1,26382412017721300,3841305708961670,7634362144497110,27495902794760100,43726353132033100,18285882103015200,7451256519402810,54736632488956500,9097617417474690
1,22486348197975400,6879764653372920,8136930576288460,4189550102706040,3609576787634870,12405913152097300,7321799019374030,3986459812349230,8040144167343290
1,1490794957561740,15931429225597600,6550096293006810,2760132734412320,3679048021033110,14723055277882500,62634448904012800,4671448182615170,7296908882387330
1,1912786805505670,16472192309271500,68639270579151600,,3549262268283150,15183645523829700,6341678671446470,21887018433563800,822680803429499
1,24412009776712200,30566767504053900,77144465596726300,3079874583188540,3099304282029630,22641597926415300,6157846145092750,34170761989488100,8014183072060870
1,2360987858057540,12855346238177400,5784975793149850,2762863048240160,3299227653683520,12609076683762300,55617760011103600,35664347304327500,9252893397357360
1,21661247489358400,18979981691997300,7668510397528320,3589786197167670,38469495523570400,14163606934570200,5331304554858020,36269899604038900,72881127068161700
1,11446389984219500,3285848309646260,7473070208285620,36530113520961900,5333032206134920,1615159980857200,45647387625417000,5070254359377520,4865444268085010
1,1532970184052640,22777532069498000,6841720702011130,,522736232995813,15785508966566000,8612861265369570,2471786245060300,4762828659328940
1,1119940275170510,11288634718378000,58417498740425200,3892256728839600,3152296649504810,12982475620735100,8115923927984620,4510578266177080,5141506876714260
1,1593179721842120,3863330516883610,837017929917063,3758991685935270,44805086582994200,1682061517732620,5918318960874470,3227849086219340,48863798036263900
1,22481713176634000,21379963927406400,5407691662106030,22766563528463100,4316130013390230,15772333808298300,5203384490115080,40586260103019,9454119448104630
1,21944263968437700,26012130277781200,6280886804932880,3952413289704520,48331988069379600,19538635114010500,46861383946118000,4333688587372010,7000523220722730
1,26221858527677700,2129282875462110,7076944002447280,3503257358347880,5387922673434360,17684654632778100,7234381220534350,4153782657266310,8323982150124740
1,1889135411469530,32873820021715600,6791509363412840,3338488418801130,33656150104700700,14706810313722000,6784484886059030,4562197671215200,6643158712135610
1,2082045307343120,178353090128928,8930329974650800,35121496237157300,2782606083658910,10208344451693000,5224851658027640,5709690240551300,
1,1903372799418260,20666453159471200,6783660242388360,,4846087110686150,9784776715189530,8669545110842310,27438902217611500,6758656470581750
1,1866377118589590,13688074338907000,6289036105400290,25435880116793800,3927068863553570,12387632982640100,5315076473573190,3071350370794220,8628893415492300
1,25442506637463400,1249055827605840,5992480374252220,29119726053329600,5760460834739300,11665297002454500,8069821421798680,2807129774600520,9794717848521510
1,18554047780277200,3602640155635110,9649943357503710,3434866326741920,34756506646308200,14004448806342500,,3629250321506010,5376078292034360
1,20789718718220300,3687355798910280,7631345800124240,404672920868325,5114375201166870,13515235725797300,853455848549943,39004213611254800,5603325960876680
1,22867603566526700,3301347977434910,8172356270228670,,3285584399484510,17128154585557000,,37012879418226200,8592417714156250
1,1782577102462830,27468681706961700,6043959345191260,3143906280806600,40062498730718900,13665327972182300,8713187298667230,39198270449578000,7266781485544790
1,21481668099928400,27172893572936100,6369175394060360,25348122792295400,4902803525532350,12458830368999200,6539948446652210,33241126143010900,8064652809050980
1,2222687210999220,18406594175572400,8183988309256260,,39544879922975900,9475981380426730,7985232988199210,371095753994514,
1,18568000402482800,2592726543187950,8199318452874490,3218176616454770,4909724264608480,10665798889605400,5155230077952520,4561219815198770,6336456502432500
1,2100865581013050,3792290561590630,6760220714847250,,21735832957837800,12289237613808100,39978096102873600,4816304243581650,61663482229269500
1,16973522248715800,30301856674397200,7074906687460700,41310219826509100,385656123306354,1706049096237790,7029333870434280,3188640741905020,4533399113632130
1,20589234643050100,15189327822031700,30160326026711900,28386769497657200,4063091866023870,1912582536011130,656393280774268,18443716036962100,8951652135487260
1,16304728268928800,14230419130765400,735294059207056,32409572612501900,441524088334925,979301009998187,8991991551782550,4462408040870790,7210773702067900
1,1348895096410130,2934484447648610,8180874177915130,3512373616477440,40242717382980300,12427377749095700,8376265318703800,37874258893121800,4238282524808320
1,21655188702929200,23556934353273300,583068529423083,3335005378051930,4508574914603330,8667720302268030,3980417883432760,34105107155681600,8264090516352200
1,2203483202741250,14444289598021400,8037399953697510,3001521720359120,339066071471725,1842363370432150,6700909816601720,40973601164011200,78933127111154200
1,1457903698736800,14905255911832400,9829674656014380,3926674818123870,45928803709314100,1044659031424160,5228948387836270,4697153025520570,4855587760461030
1,1520941694104660,24790724599455200,6308729513316840,3889980794979730,30791807510159900,1259419659204810,51625213107783300,36956151117926600,5230453969096880
1,17013244649695800,20169344251930300,5216280115807190,37822697077809200,5127684389301340,15505992025792000,646249442093205,4899611272468950,7017295398626630
1,16671044045521600,19806411303229300,8031864862891300,4261575185722380,3520390921282100,15496886933983600,6860840186648570,5076146746327630,4941972156828110
1,2264702151138870,307396890854019,6849401308758580,,27825142365833600,13728883155611500,6926812043734140,4614369673533870,9638222268227190
1,17675349958886100,18543499362354300,7127077798121800,27836117692577400,4279306866458340,14773004879752500,8568083615159240,4981833942925020,7337399849697420
1,24106692886610200,22656714624811000,7293822808555940,,3156043274084110,16404805250012800,4613918260282820,3735204450885160,
1,18163014959101000,22665138527587200,7221067920014270,,5218735150665890,10985421585414400,7612635152600500,32919428728664100,
1,208404165637212,2010902627037870,6230581825397780,2357709818536180,5280686584836520,14410778246134100,7498493714472870,4528574925440660,8257596524670310
1,22975744606378900,15077850342877400,7053503328651690,,4469549100852280,12195093858269300,7752343001886970,41285253608325900,8315267620031080
1,1147335449715340,1367799404000120,9981200455815900,44182677662870000,524000355172102,11384858471731900,7115328465919000,32938483740192700,
1,25022529650833300,22431026986889100,7697674850198620,,46276697620657400,792339763408296,7969776399691360,462273611029743,7171593554534840
1,18081772204590700,15433134836912000,7140121953336550,3255158572423610,4808785435518910,20302336552241700,6152068662046160,4178959771570960,6941278904431050
1,2569363777094220,13766330789042600,5083865924715690,29031103360347300,38490651624541900,177315232008296,583548558852614,39792968666884000,
1,1796324754737830,3072229823264930,6579328071104770,2848857433176280,39349315529227400,7701010153564820,6329358452094320,29014320441377400,6888547603133790
1,1786580736754130,3146119675997040,794285715338279,3025353706368910,41509743849972400,19370328472583700,,30215735952193100,68331110185961600
1,19553953590539000,2832716733816440,5378285961181120,2812298526036660,5886991933996930,18076937753034800,7079303618129340,4723230705859020,8247958056143680
1,27861944819337600,21963476003375600,8105638488191750,33405369272449500,3858747994925710,8803475286549140,,5821825990151660,8922379799883820
1,23478230155080600,31409063978837000,73955296826678,2835095825426210,42875310359554500,22166320991934500,8739912189045660,4549916839518290,73560567780554300
1,16840952478826200,2614853787266990,9030439938494690,42430212248301300,4453458752967510,1067458248052410,5187695476154830,38933268317338300,
1,2696403780925440,1019432541115760,797804398390079,2980824622588360,5800035335754570,12562614890894200,5135305213799340,34221104746990900,9752703226519840
1,18439304269729700,4140811482166170,6459987321712140,,39804680429896100,13166415750097400,6889062012258360,3412853174713610,6844141767435710
1,242091338295218,7764438021536850,8045869831293800,44063550910069300,48793231029492300,1837680200827510,45306538783679400,4340148944480570,6910765112184390
1,2054078250122920,13121171942689400,6701766574304420,26348272770481000,3992835622955290,18909035208786900,6796334191210310,4031495952782070,880184604561893
1,23682321446034100,26188162173561200,9364361167881960,32850351501704700,4708215689069790,16351911504132100,6891033739373970,2663920733696860,6283103588064350
1,22723289536313400,161744337385309,7567418625886670,41128525134425100,3555273068455240,9969701406355560,8249259499213460,4935240394248470,635403811007823
1,19204842038980300,1924005820156020,8986862677728770,40016416090223500,45926096138734200,9893655008905,52157787167286300,3592912289891950,5928767339528970
1,17032817202926700,14053220679296900,812063135094418,,5440110745033850,13542212836092100,7722700303469500,33863626717905200,68236420060869000
1,19816880422609800,3527397622922740,52688072037166900,3004059237025960,4481516693142080,1238854859881340,62743383384471800,4261504364251510,73422312494162600
1,1959221016439450,22445173303133500,66520354923221600,,48444296482456300,12367109204412000,5753065851412410,5393476357423510,714601971618829
1,14799527105647200,3965987689806030,8424877818363990,,4987008895433150,14943584807552700,8425426403896120,30540452006756700,5089387791182680
1,22816090067796200,29706234224271400,5924459987446990,25714865038869300,5178446739686010,15963751897871400,52950023271552200,448954479397793,8594217251084950
1,22020373454322500,2397810768273240,7384126121281190,36041400496961600,46180454812006000,13364676879325800,10338020997579500,4949257360747260,8149437297610580
1,2740213909062180,3888638767861530,8045991282850060,2440862569192530,5046167925272960,15981067650932100,6232004847248620,35496084097380800,9271578532993320
1,20320119662882300,12352811105129500,6845743996808340,3808040539816350,43567439305429300,14507013118477100,682333855535937,3855636250178680,7021617480943760
1,2493400530553220,13394731607479100,8341669769803280,3931378719260440,4436291232113890,1098334419100710,7664573393234750,427097313834306,783336100102891
1,202413637897938,141109209679882,8754110049072280,34097555872379900,2910847438189940,15954654532847000,6436379306074660,3920607408198080,6643734375617570
1,21653249797922600,32156819438954900,8723064211950990,34360110432437800,526325213716472,20314691468846900,6052159303851460,4350206872394590,6761413709046800
1,1969823785600000,29772019247449600,6497200835133990,,3223652373888960,14154954780899100,506550008331396,4763578511529130,7243482154402430
1,21128634231028200,26951862653076300,7510775726778450,,6380001822995920,13942812387366800,6939441775209280,3160917458532660,7990658238533350
1,22549279278281400,14812970644801800,7982595216401360,356690173623383,34107492458185100,14994662352211300,5589391550738450,29395934717094700,7612516822631860
1,18241399195845900,313210824263096,7624238583045930,31872275070403400,4984540986722840,1139800689864870,8128838220726160,2091786839914140,6080992868571660
1,2695729132274820,15761871366279800,8173474687605610,,49089510899502600,702553623282671,7850227063808650,2998065930668410,7888424514936050
1,18238955917364400,1682888059669600,7071299151714210,35589689043857300,43465898101880700,16618052779485200,6941228382245830,3969740440383510,6658833571629880
1,20830383256343800,23495307483305600,5800340045149270,27497527954788300,46533085612511000,59803392059956100,572030892162083,3210752658318470,
1,17956029037435700,2131486978931210,5864716708941700,,43557388777533000,11878370492561100,7939400834850550,39662585095670300,7222997560406460
1,19471396807560300,4061171331919780,742319211679342,2903322859869320,5176268878281720,16340158668491500,7209361000862350,31256087009088500,
1,16685023675863300,12215409082599000,7696751399214660,37628261721022300,3527453698304610,20130482589071500,6673504403038280,29044533996755900,6427720560503040
1,13697687905798500,15040841477655300,7588021340273930,409918701703617,4548848090531000,14245091385263200,7198385140039260,4477351412174470,5023380783822830
1,192057661022839,25795693635119100,611686336752183,31892656404790600,50906283346352300,13939193244337300,8431540019203410,3789195950500150,
1,19521249526095800,27414899122937900,54124813846444600,23172422478606200,5296818065825520,12425426010087300,6999012794495470,367308809381557,8163999617620280
1,20288242945570300,17505852735168700,7104365818605470,31053283662626100,42928989543207500,17958968013429,7858753831483230,3537040784668470,
1,18173287696977000,1901546827486600,9013016217643190,44672401618621600,39001200334632100,11103466530373700,63826010016872500,4063825853972670,5272156458908080
1,20692250438388700,17947988113640600,7048017331283490,,6019852229466270,11775109713528700,5817625506029290,4473887010766560,6903074330528870
1,21281602950205400,1667967362202790,5436264151807440,3666013443443680,3589095885991450,613421040957104,46655429226212800,4991674870778560,746655835764527
1,26008338456831400,26730635333884900,8076995435790260,3611131994106310,37648217100413000,17847827103880700,10146682520254600,30784787878788200,7397650662541770
1,15492597170844700,30037221624651900,5796570971275740,25206726719561700,3117500192169760,13904652296228500,7753204198223710,41135850300896500,
1,22631858035622700,18465265041715500,60263038611088800,35869723017088400,3669262934148970,10269401712547300,6115932665317410,34065631996849200,
1,20071168111573700,2102141825917060,9827309049243360,39055415582288800,43734165520118500,14955890404456400,6716981626990820,3755660187275040,553953369002387
1,19917015983755100,17181008813677400,6602451653034360,38802851721724900,35737293120052700,16948292452808500,7588615989978180,40102353937852300,7376161138266740
1,31733812405558200,24497873935207100,7597451675399670,3571672167520990,4765103844769180,12032377106951700,6859982978933550,4642719286485370,9318613915632220
1,16874541441395300,1717687895065490,6390966016442870,33067472866893200,40493072629333500,10827840221814800,5211270715684210,4179449580997940,6701940911688220
1,18264473627031400,2741799804290240,9586090231034170,3785261414207780,5966504951962740,11565242026101800,7887860429156440,4448670726124140,55475762631029400
1,2635141882082590,15379912762902400,6473673832546810,35500642596995000,5616870033606190,2204545659429080,6151434190537670,3976873452391290,9001822865226580
1,26674495922740300,9929194809860880,6011964238184740,35215321440224200,5428067817707310,10974207361682400,65782453044405,4771443754534460,9130768886836280
1,18585232634405900,9975601333945930,10758464391743000,,30787757100128800,9702581290743010,6436111582650100,478905205310489,4077920470156390
1,2097467711974650,1670156597534470,7458741450053700,32050094487053100,4047045963253840,189527967341603,9234737526315500,39080753459125,71252110755305500
